<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIU2 [SPBFUT],Daily,20220722,000000,110630.000000,112970.000000,109470.000000,112260.000000,155203.000000
RIU2 [SPBFUT],Daily,20220725,000000,112260.000000,113220.000000,110520.000000,110750.000000,104925.000000
RIU2 [SPBFUT],Daily,20220726,000000,110880.000000,112200.000000,108180.000000,108590.000000,119833.000000
RIU2 [SPBFUT],Daily,20220727,000000,108710.000000,112440.000000,108240.000000,112370.000000,142239.000000
RIU2 [SPBFUT],Daily,20220728,000000,112440.000000,112760.000000,105870.000000,107730.000000,179558.000000
RIU2 [SPBFUT],Daily,20220729,000000,107870.000000,109700.000000,105270.000000,106190.000000,154683.000000
RIU2 [SPBFUT],Daily,20220801,000000,106340.000000,108670.000000,103110.000000,108090.000000,190400.000000
RIU2 [SPBFUT],Daily,20220802,000000,108070.000000,109060.000000,104690.000000,105090.000000,149339.000000
RIU2 [SPBFUT],Daily,20220803,000000,105240.000000,107870.000000,103700.000000,103710.000000,131172.000000
RIU2 [SPBFUT],Daily,20220804,000000,103850.000000,105720.000000,103330.000000,104700.000000,106641.000000
RIU2 [SPBFUT],Daily,20220805,000000,104760.000000,105290.000000,100100.000000,102710.000000,159780.000000
RIU2 [SPBFUT],Daily,20220808,000000,102800.000000,107200.000000,101570.000000,102270.000000,180408.000000
RIU2 [SPBFUT],Daily,20220809,000000,102010.000000,106480.000000,101790.000000,106180.000000,137992.000000
RIU2 [SPBFUT],Daily,20220810,000000,106090.000000,107110.000000,104940.000000,106240.000000,132455.000000
RIU2 [SPBFUT],Daily,20220811,000000,106250.000000,107620.000000,103930.000000,104700.000000,134452.000000
RIU2 [SPBFUT],Daily,20220812,000000,104720.000000,108490.000000,102700.000000,108200.000000,170453.000000
RIU2 [SPBFUT],Daily,20220815,000000,108130.000000,108270.000000,104200.000000,107100.000000,154126.000000
RIU2 [SPBFUT],Daily,20220816,000000,107130.000000,110620.000000,106530.000000,110210.000000,133696.000000
RIU2 [SPBFUT],Daily,20220817,000000,110210.000000,111190.000000,108000.000000,109930.000000,175418.000000
RIU2 [SPBFUT],Daily,20220818,000000,109850.000000,112050.000000,107760.000000,111790.000000,192157.000000
RIU2 [SPBFUT],Daily,20220819,000000,111670.000000,112600.000000,110050.000000,112590.000000,145596.000000
