<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIH3 [SPBFUT],Daily,20211123,000000,159100.000000,159100.000000,159100.000000,159100.000000,1.000000
RIH3 [SPBFUT],Daily,20211124,000000,160080.000000,160080.000000,160080.000000,160080.000000,1.000000
RIH3 [SPBFUT],Daily,20211126,000000,156980.000000,156980.000000,152920.000000,152920.000000,2.000000
RIH3 [SPBFUT],Daily,20211129,000000,154680.000000,154680.000000,154680.000000,154680.000000,1.000000
RIH3 [SPBFUT],Daily,20211130,000000,158490.000000,160140.000000,157840.000000,160140.000000,9.000000
RIH3 [SPBFUT],Daily,20211201,000000,161490.000000,161490.000000,159000.000000,159000.000000,6.000000
RIH3 [SPBFUT],Daily,20211206,000000,157640.000000,157640.000000,154530.000000,157400.000000,3.000000
RIH3 [SPBFUT],Daily,20211207,000000,159260.000000,169000.000000,151870.000000,156530.000000,15.000000
RIH3 [SPBFUT],Daily,20211210,000000,157210.000000,157210.000000,157210.000000,157210.000000,1.000000
RIH3 [SPBFUT],Daily,20211213,000000,152530.000000,154400.000000,148750.000000,148750.000000,18.000000
RIH3 [SPBFUT],Daily,20211214,000000,147440.000000,148400.000000,147440.000000,147910.000000,4.000000
RIH3 [SPBFUT],Daily,20211215,000000,149320.000000,149450.000000,148130.000000,148130.000000,3.000000
RIH3 [SPBFUT],Daily,20211216,000000,155050.000000,156640.000000,152240.000000,152910.000000,16.000000
RIH3 [SPBFUT],Daily,20211220,000000,148050.000000,148050.000000,148050.000000,148050.000000,1.000000
RIH3 [SPBFUT],Daily,20211222,000000,153030.000000,153030.000000,153030.000000,153030.000000,1.000000
RIH3 [SPBFUT],Daily,20211223,000000,153420.000000,153420.000000,153420.000000,153420.000000,1.000000
RIH3 [SPBFUT],Daily,20211227,000000,151950.000000,154770.000000,151950.000000,154770.000000,2.000000
RIH3 [SPBFUT],Daily,20211228,000000,155920.000000,155960.000000,153230.000000,153230.000000,5.000000
RIH3 [SPBFUT],Daily,20211229,000000,152360.000000,153780.000000,152360.000000,152370.000000,3.000000
RIH3 [SPBFUT],Daily,20220103,000000,153840.000000,155770.000000,153840.000000,155770.000000,13.000000
RIH3 [SPBFUT],Daily,20220104,000000,156240.000000,157420.000000,156240.000000,157420.000000,2.000000
RIH3 [SPBFUT],Daily,20220105,000000,155150.000000,155360.000000,147400.000000,151090.000000,29.000000
RIH3 [SPBFUT],Daily,20220106,000000,147530.000000,154160.000000,144200.000000,150230.000000,61.000000
RIH3 [SPBFUT],Daily,20220107,000000,150100.000000,150170.000000,150100.000000,150170.000000,4.000000
RIH3 [SPBFUT],Daily,20220110,000000,151760.000000,154240.000000,151000.000000,151000.000000,5.000000
RIH3 [SPBFUT],Daily,20220111,000000,152250.000000,152450.000000,151750.000000,152210.000000,10.000000
RIH3 [SPBFUT],Daily,20220113,000000,151100.000000,151100.000000,146440.000000,147240.000000,7.000000
RIH3 [SPBFUT],Daily,20220114,000000,145960.000000,146570.000000,143110.000000,146570.000000,26.000000
RIH3 [SPBFUT],Daily,20220117,000000,144480.000000,146110.000000,141420.000000,142220.000000,16.000000
RIH3 [SPBFUT],Daily,20220118,000000,141700.000000,141700.000000,132200.000000,132200.000000,16.000000
RIH3 [SPBFUT],Daily,20220119,000000,129600.000000,140280.000000,129600.000000,140280.000000,11.000000
RIH3 [SPBFUT],Daily,20220120,000000,136830.000000,142170.000000,135800.000000,137180.000000,16.000000
RIH3 [SPBFUT],Daily,20220124,000000,135600.000000,135600.000000,121350.000000,126300.000000,82.000000
RIH3 [SPBFUT],Daily,20220125,000000,127900.000000,131000.000000,124540.000000,131000.000000,90.000000
RIH3 [SPBFUT],Daily,20220126,000000,128140.000000,132130.000000,124710.000000,125930.000000,48.000000
RIH3 [SPBFUT],Daily,20220127,000000,129820.000000,137130.000000,129820.000000,132870.000000,40.000000
RIH3 [SPBFUT],Daily,20220128,000000,137300.000000,139820.000000,133180.000000,134690.000000,51.000000
RIH3 [SPBFUT],Daily,20220131,000000,138500.000000,141380.000000,136550.000000,140130.000000,26.000000
RIH3 [SPBFUT],Daily,20220201,000000,136800.000000,144270.000000,127950.000000,139300.000000,32.000000
RIH3 [SPBFUT],Daily,20220202,000000,141480.000000,141910.000000,138660.000000,141910.000000,8.000000
RIH3 [SPBFUT],Daily,20220203,000000,138840.000000,143500.000000,137120.000000,138990.000000,60.000000
RIH3 [SPBFUT],Daily,20220204,000000,137650.000000,140500.000000,136630.000000,139400.000000,21.000000
RIH3 [SPBFUT],Daily,20220207,000000,138620.000000,139170.000000,138620.000000,139170.000000,6.000000
RIH3 [SPBFUT],Daily,20220208,000000,142270.000000,143940.000000,140200.000000,143940.000000,24.000000
RIH3 [SPBFUT],Daily,20220209,000000,145390.000000,147050.000000,144000.000000,147050.000000,24.000000
RIH3 [SPBFUT],Daily,20220210,000000,145050.000000,148340.000000,144250.000000,145580.000000,15.000000
RIH3 [SPBFUT],Daily,20220211,000000,145890.000000,146880.000000,133240.000000,134000.000000,91.000000
RIH3 [SPBFUT],Daily,20220214,000000,129160.000000,140000.000000,127560.000000,138910.000000,70.000000
RIH3 [SPBFUT],Daily,20220215,000000,139700.000000,145750.000000,138770.000000,145620.000000,43.000000
RIH3 [SPBFUT],Daily,20220216,000000,148120.000000,149980.000000,146420.000000,147840.000000,21.000000
RIH3 [SPBFUT],Daily,20220217,000000,145330.000000,146660.000000,140000.000000,140000.000000,66.000000
RIH3 [SPBFUT],Daily,20220218,000000,142500.000000,156690.000000,133180.000000,135350.000000,157.000000
RIH3 [SPBFUT],Daily,20220221,000000,134210.000000,139740.000000,103630.000000,112430.000000,575.000000
RIH3 [SPBFUT],Daily,20220222,000000,105750.000000,119800.000000,105700.000000,119280.000000,272.000000
RIH3 [SPBFUT],Daily,20220223,000000,119080.000000,119080.000000,106000.000000,108210.000000,192.000000
RIH3 [SPBFUT],Daily,20220224,000000,105600.000000,105600.000000,68500.000000,92750.000000,387.000000
RIH3 [SPBFUT],Daily,20220225,000000,84090.000000,110000.000000,84090.000000,93340.000000,145.000000
RIH3 [SPBFUT],Daily,20220324,000000,92990.000000,107100.000000,88100.000000,88100.000000,34.000000
RIH3 [SPBFUT],Daily,20220325,000000,84000.000000,86660.000000,84000.000000,84400.000000,5.000000
RIH3 [SPBFUT],Daily,20220328,000000,84910.000000,84910.000000,82040.000000,82170.000000,19.000000
RIH3 [SPBFUT],Daily,20220329,000000,89640.000000,95680.000000,75480.000000,90430.000000,73.000000
RIH3 [SPBFUT],Daily,20220330,000000,98380.000000,98380.000000,92520.000000,95520.000000,44.000000
RIH3 [SPBFUT],Daily,20220331,000000,98000.000000,100000.000000,97500.000000,100000.000000,26.000000
RIH3 [SPBFUT],Daily,20220401,000000,101000.000000,104060.000000,97640.000000,97640.000000,51.000000
RIH3 [SPBFUT],Daily,20220404,000000,102730.000000,104340.000000,97760.000000,99800.000000,46.000000
RIH3 [SPBFUT],Daily,20220405,000000,98460.000000,100440.000000,91440.000000,96780.000000,32.000000
RIH3 [SPBFUT],Daily,20220406,000000,94250.000000,99060.000000,93160.000000,97300.000000,15.000000
RIH3 [SPBFUT],Daily,20220407,000000,99920.000000,104000.000000,99060.000000,102800.000000,37.000000
RIH3 [SPBFUT],Daily,20220408,000000,102950.000000,107050.000000,102860.000000,105160.000000,13.000000
RIH3 [SPBFUT],Daily,20220411,000000,101560.000000,102400.000000,100360.000000,101150.000000,25.000000
RIH3 [SPBFUT],Daily,20220412,000000,101300.000000,101300.000000,96120.000000,100530.000000,29.000000
RIH3 [SPBFUT],Daily,20220413,000000,99500.000000,99500.000000,98550.000000,99480.000000,4.000000
RIH3 [SPBFUT],Daily,20220414,000000,95400.000000,96910.000000,93080.000000,95400.000000,34.000000
RIH3 [SPBFUT],Daily,20220415,000000,91080.000000,95000.000000,90760.000000,95000.000000,37.000000
RIH3 [SPBFUT],Daily,20220418,000000,100340.000000,100340.000000,91610.000000,92700.000000,35.000000
RIH3 [SPBFUT],Daily,20220419,000000,91210.000000,91540.000000,88360.000000,91540.000000,20.000000
RIH3 [SPBFUT],Daily,20220420,000000,91180.000000,95570.000000,89930.000000,94500.000000,35.000000
RIH3 [SPBFUT],Daily,20220421,000000,95130.000000,96440.000000,92990.000000,96440.000000,7.000000
RIH3 [SPBFUT],Daily,20220422,000000,92760.000000,96650.000000,92760.000000,93990.000000,71.000000
RIH3 [SPBFUT],Daily,20220425,000000,90810.000000,94610.000000,90810.000000,93710.000000,15.000000
RIH3 [SPBFUT],Daily,20220426,000000,96400.000000,98230.000000,96120.000000,97540.000000,20.000000
RIH3 [SPBFUT],Daily,20220427,000000,97150.000000,103120.000000,97150.000000,102240.000000,26.000000
RIH3 [SPBFUT],Daily,20220428,000000,105560.000000,106000.000000,101500.000000,101600.000000,23.000000
RIH3 [SPBFUT],Daily,20220429,000000,101600.000000,107000.000000,101600.000000,103950.000000,40.000000
RIH3 [SPBFUT],Daily,20220504,000000,109830.000000,109830.000000,103550.000000,103850.000000,7.000000
RIH3 [SPBFUT],Daily,20220505,000000,109090.000000,109600.000000,107200.000000,109290.000000,25.000000
RIH3 [SPBFUT],Daily,20220506,000000,106450.000000,106450.000000,101870.000000,102800.000000,22.000000
RIH3 [SPBFUT],Daily,20220511,000000,102050.000000,109530.000000,102050.000000,109530.000000,10.000000
RIH3 [SPBFUT],Daily,20220512,000000,108910.000000,110480.000000,108910.000000,110480.000000,3.000000
RIH3 [SPBFUT],Daily,20220513,000000,112420.000000,112420.000000,107000.000000,109110.000000,13.000000
RIH3 [SPBFUT],Daily,20220516,000000,110140.000000,114020.000000,110140.000000,113550.000000,7.000000
RIH3 [SPBFUT],Daily,20220517,000000,115130.000000,115770.000000,114570.000000,114570.000000,8.000000
RIH3 [SPBFUT],Daily,20220518,000000,117130.000000,117130.000000,117130.000000,117130.000000,1.000000
RIH3 [SPBFUT],Daily,20220519,000000,115000.000000,118520.000000,114670.000000,116970.000000,12.000000
RIH3 [SPBFUT],Daily,20220520,000000,120790.000000,122260.000000,115790.000000,116990.000000,24.000000
RIH3 [SPBFUT],Daily,20220523,000000,118930.000000,120370.000000,116450.000000,116450.000000,13.000000
RIH3 [SPBFUT],Daily,20220524,000000,115490.000000,119900.000000,113500.000000,119500.000000,19.000000
RIH3 [SPBFUT],Daily,20220525,000000,121850.000000,121850.000000,115390.000000,115390.000000,10.000000
RIH3 [SPBFUT],Daily,20220526,000000,116180.000000,116180.000000,110200.000000,114220.000000,14.000000
RIH3 [SPBFUT],Daily,20220527,000000,112900.000000,112900.000000,108850.000000,108980.000000,15.000000
RIH3 [SPBFUT],Daily,20220530,000000,113250.000000,115180.000000,112500.000000,114380.000000,15.000000
RIH3 [SPBFUT],Daily,20220531,000000,114380.000000,114380.000000,112160.000000,113290.000000,12.000000
RIH3 [SPBFUT],Daily,20220601,000000,113050.000000,116320.000000,113040.000000,115980.000000,6.000000
RIH3 [SPBFUT],Daily,20220602,000000,116510.000000,117130.000000,114510.000000,114510.000000,7.000000
RIH3 [SPBFUT],Daily,20220603,000000,111240.000000,114950.000000,110060.000000,114950.000000,23.000000
RIH3 [SPBFUT],Daily,20220606,000000,114270.000000,114270.000000,112160.000000,113020.000000,10.000000
RIH3 [SPBFUT],Daily,20220607,000000,110880.000000,113500.000000,110880.000000,113110.000000,5.000000
RIH3 [SPBFUT],Daily,20220608,000000,113490.000000,116510.000000,113490.000000,115930.000000,21.000000
RIH3 [SPBFUT],Daily,20220609,000000,117050.000000,118320.000000,115380.000000,115380.000000,13.000000
RIH3 [SPBFUT],Daily,20220610,000000,117250.000000,117600.000000,115510.000000,116900.000000,22.000000
RIH3 [SPBFUT],Daily,20220614,000000,117120.000000,117230.000000,110430.000000,116400.000000,46.000000
RIH3 [SPBFUT],Daily,20220615,000000,115330.000000,117400.000000,114670.000000,117400.000000,29.000000
RIH3 [SPBFUT],Daily,20220616,000000,117700.000000,118530.000000,116390.000000,116660.000000,22.000000
RIH3 [SPBFUT],Daily,20220617,000000,116930.000000,116930.000000,114750.000000,114900.000000,12.000000
RIH3 [SPBFUT],Daily,20220620,000000,114900.000000,117600.000000,114900.000000,117040.000000,9.000000
RIH3 [SPBFUT],Daily,20220621,000000,117000.000000,117320.000000,117000.000000,117070.000000,3.000000
RIH3 [SPBFUT],Daily,20220622,000000,117730.000000,120100.000000,117730.000000,120100.000000,9.000000
RIH3 [SPBFUT],Daily,20220623,000000,120890.000000,121690.000000,120000.000000,121690.000000,12.000000
RIH3 [SPBFUT],Daily,20220624,000000,118730.000000,121270.000000,118170.000000,120340.000000,10.000000
RIH3 [SPBFUT],Daily,20220627,000000,123320.000000,125000.000000,122890.000000,125000.000000,7.000000
RIH3 [SPBFUT],Daily,20220628,000000,124910.000000,128000.000000,123900.000000,128000.000000,13.000000
RIH3 [SPBFUT],Daily,20220629,000000,131100.000000,131100.000000,124720.000000,124720.000000,162.000000
RIH3 [SPBFUT],Daily,20220630,000000,125150.000000,125280.000000,119380.000000,123500.000000,22.000000
RIH3 [SPBFUT],Daily,20220701,000000,120730.000000,121810.000000,117520.000000,118110.000000,19.000000
RIH3 [SPBFUT],Daily,20220704,000000,119400.000000,119480.000000,117930.000000,118000.000000,9.000000
RIH3 [SPBFUT],Daily,20220705,000000,112350.000000,112700.000000,111100.000000,111880.000000,15.000000
RIH3 [SPBFUT],Daily,20220706,000000,111700.000000,113490.000000,109450.000000,109450.000000,17.000000
RIH3 [SPBFUT],Daily,20220707,000000,108960.000000,112610.000000,108960.000000,111550.000000,29.000000
RIH3 [SPBFUT],Daily,20220708,000000,112990.000000,113500.000000,109200.000000,111450.000000,22.000000
RIH3 [SPBFUT],Daily,20220711,000000,112400.000000,112690.000000,106350.000000,112690.000000,23.000000
RIH3 [SPBFUT],Daily,20220712,000000,113010.000000,113010.000000,112300.000000,112300.000000,2.000000
RIH3 [SPBFUT],Daily,20220713,000000,109250.000000,111470.000000,109250.000000,111470.000000,2.000000
RIH3 [SPBFUT],Daily,20220714,000000,111470.000000,111470.000000,107370.000000,107480.000000,8.000000
RIH3 [SPBFUT],Daily,20220715,000000,108060.000000,112000.000000,108060.000000,110900.000000,20.000000
RIH3 [SPBFUT],Daily,20220718,000000,112510.000000,112970.000000,110450.000000,112240.000000,27.000000
RIH3 [SPBFUT],Daily,20220719,000000,111880.000000,112690.000000,109780.000000,112450.000000,13.000000
RIH3 [SPBFUT],Daily,20220720,000000,113370.000000,114890.000000,113370.000000,113440.000000,12.000000
RIH3 [SPBFUT],Daily,20220721,000000,108460.000000,110090.000000,107410.000000,109880.000000,24.000000
RIH3 [SPBFUT],Daily,20220722,000000,110250.000000,110960.000000,108700.000000,110960.000000,6.000000
RIH3 [SPBFUT],Daily,20220725,000000,109780.000000,109780.000000,109120.000000,109120.000000,2.000000
RIH3 [SPBFUT],Daily,20220726,000000,110540.000000,110540.000000,107200.000000,107200.000000,8.000000
RIH3 [SPBFUT],Daily,20220727,000000,108800.000000,110230.000000,108460.000000,108560.000000,9.000000
RIH3 [SPBFUT],Daily,20220728,000000,108810.000000,108810.000000,104670.000000,106340.000000,14.000000
RIH3 [SPBFUT],Daily,20220729,000000,105320.000000,105320.000000,104790.000000,104930.000000,8.000000
RIH3 [SPBFUT],Daily,20220801,000000,103770.000000,106350.000000,101490.000000,105360.000000,11.000000
RIH3 [SPBFUT],Daily,20220802,000000,103270.000000,103710.000000,102730.000000,103710.000000,4.000000
RIH3 [SPBFUT],Daily,20220803,000000,104210.000000,104700.000000,101950.000000,101950.000000,8.000000
RIH3 [SPBFUT],Daily,20220804,000000,101610.000000,103020.000000,101570.000000,102660.000000,14.000000
RIH3 [SPBFUT],Daily,20220805,000000,101200.000000,101610.000000,98690.000000,100500.000000,28.000000
RIH3 [SPBFUT],Daily,20220808,000000,100760.000000,103300.000000,99210.000000,99210.000000,28.000000
RIH3 [SPBFUT],Daily,20220809,000000,100660.000000,102440.000000,100650.000000,101880.000000,6.000000
RIH3 [SPBFUT],Daily,20220810,000000,103010.000000,103290.000000,102360.000000,102850.000000,13.000000
RIH3 [SPBFUT],Daily,20220811,000000,103260.000000,104030.000000,101730.000000,102270.000000,19.000000
RIH3 [SPBFUT],Daily,20220812,000000,102300.000000,103890.000000,100790.000000,103890.000000,16.000000
RIH3 [SPBFUT],Daily,20220815,000000,100930.000000,103560.000000,100930.000000,103560.000000,3.000000
RIH3 [SPBFUT],Daily,20220816,000000,104010.000000,106100.000000,104010.000000,105720.000000,12.000000
RIH3 [SPBFUT],Daily,20220818,000000,106640.000000,106640.000000,105570.000000,106440.000000,4.000000
RIH3 [SPBFUT],Daily,20220819,000000,106000.000000,106960.000000,106000.000000,106960.000000,2.000000
RIH3 [SPBFUT],Daily,20220822,000000,106000.000000,111860.000000,106000.000000,108400.000000,8.000000
RIH3 [SPBFUT],Daily,20220823,000000,109570.000000,109790.000000,109460.000000,109500.000000,5.000000
RIH3 [SPBFUT],Daily,20220824,000000,108980.000000,109500.000000,108980.000000,109500.000000,2.000000
RIH3 [SPBFUT],Daily,20220825,000000,109750.000000,109800.000000,106190.000000,106190.000000,30.000000
RIH3 [SPBFUT],Daily,20220826,000000,106880.000000,107180.000000,106110.000000,107180.000000,9.000000
RIH3 [SPBFUT],Daily,20220829,000000,106730.000000,108670.000000,105340.000000,107000.000000,23.000000
RIH3 [SPBFUT],Daily,20220830,000000,107760.000000,114360.000000,107390.000000,114200.000000,30.000000
RIH3 [SPBFUT],Daily,20220831,000000,118410.000000,118680.000000,113000.000000,114800.000000,44.000000
RIH3 [SPBFUT],Daily,20220901,000000,113600.000000,115940.000000,113600.000000,115240.000000,28.000000
RIH3 [SPBFUT],Daily,20220902,000000,115200.000000,116480.000000,115010.000000,115800.000000,34.000000
RIH3 [SPBFUT],Daily,20220905,000000,115870.000000,116190.000000,112600.000000,114500.000000,68.000000
RIH3 [SPBFUT],Daily,20220906,000000,115470.000000,115470.000000,111380.000000,111880.000000,44.000000
RIH3 [SPBFUT],Daily,20220907,000000,111330.000000,111490.000000,110070.000000,110690.000000,29.000000
RIH3 [SPBFUT],Daily,20220908,000000,110470.000000,112350.000000,109930.000000,111830.000000,52.000000
RIH3 [SPBFUT],Daily,20220909,000000,112780.000000,113880.000000,112780.000000,113820.000000,36.000000
RIH3 [SPBFUT],Daily,20220912,000000,113300.000000,115630.000000,113090.000000,114630.000000,40.000000
RIH3 [SPBFUT],Daily,20220913,000000,114800.000000,117120.000000,114600.000000,114920.000000,76.000000
RIH3 [SPBFUT],Daily,20220914,000000,114770.000000,115600.000000,113170.000000,115010.000000,95.000000
RIH3 [SPBFUT],Daily,20220915,000000,115150.000000,116500.000000,112000.000000,113160.000000,228.000000
RIH3 [SPBFUT],Daily,20220916,000000,113100.000000,114560.000000,111510.000000,113140.000000,288.000000
RIH3 [SPBFUT],Daily,20220919,000000,113270.000000,114170.000000,112030.000000,113940.000000,276.000000
RIH3 [SPBFUT],Daily,20220920,000000,113740.000000,114190.000000,101700.000000,104570.000000,930.000000
RIH3 [SPBFUT],Daily,20220921,000000,104220.000000,104610.000000,93000.000000,100550.000000,1081.000000
RIH3 [SPBFUT],Daily,20220922,000000,99490.000000,105780.000000,99490.000000,103620.000000,265.000000
RIH3 [SPBFUT],Daily,20220923,000000,103420.000000,105330.000000,100410.000000,101520.000000,277.000000
RIH3 [SPBFUT],Daily,20220926,000000,100550.000000,100750.000000,93650.000000,94010.000000,662.000000
RIH3 [SPBFUT],Daily,20220927,000000,93990.000000,98310.000000,92960.000000,96140.000000,530.000000
RIH3 [SPBFUT],Daily,20220928,000000,95190.000000,98000.000000,93700.000000,96350.000000,342.000000
RIH3 [SPBFUT],Daily,20220929,000000,96500.000000,99540.000000,94950.000000,99540.000000,381.000000
RIH3 [SPBFUT],Daily,20220930,000000,99200.000000,105860.000000,95000.000000,97120.000000,762.000000
RIH3 [SPBFUT],Daily,20221003,000000,97560.000000,103500.000000,97170.000000,102100.000000,319.000000
RIH3 [SPBFUT],Daily,20221004,000000,102520.000000,104000.000000,100060.000000,102580.000000,353.000000
RIH3 [SPBFUT],Daily,20221005,000000,102860.000000,103300.000000,98720.000000,100250.000000,286.000000
RIH3 [SPBFUT],Daily,20221006,000000,100830.000000,101780.000000,99190.000000,99750.000000,145.000000
RIH3 [SPBFUT],Daily,20221007,000000,99580.000000,99760.000000,96500.000000,96690.000000,259.000000
RIH3 [SPBFUT],Daily,20221010,000000,96260.000000,98350.000000,91000.000000,97930.000000,662.000000
RIH3 [SPBFUT],Daily,20221011,000000,97500.000000,99850.000000,95330.000000,99420.000000,340.000000
RIH3 [SPBFUT],Daily,20221012,000000,98770.000000,100800.000000,97690.000000,98180.000000,307.000000
RIH3 [SPBFUT],Daily,20221013,000000,98430.000000,99300.000000,96850.000000,97660.000000,206.000000
RIH3 [SPBFUT],Daily,20221014,000000,97760.000000,98200.000000,95520.000000,97780.000000,231.000000
RIH3 [SPBFUT],Daily,20221017,000000,97850.000000,102210.000000,97700.000000,102070.000000,352.000000
RIH3 [SPBFUT],Daily,20221018,000000,102280.000000,103450.000000,100410.000000,100670.000000,305.000000
RIH3 [SPBFUT],Daily,20221019,000000,100700.000000,102350.000000,99370.000000,101550.000000,148.000000
RIH3 [SPBFUT],Daily,20221020,000000,101730.000000,102950.000000,101200.000000,102260.000000,96.000000
RIH3 [SPBFUT],Daily,20221021,000000,102000.000000,104270.000000,100900.000000,104270.000000,201.000000
RIH3 [SPBFUT],Daily,20221024,000000,104010.000000,105350.000000,102990.000000,103460.000000,127.000000
RIH3 [SPBFUT],Daily,20221025,000000,103530.000000,106280.000000,103050.000000,106050.000000,166.000000
RIH3 [SPBFUT],Daily,20221026,000000,105730.000000,107220.000000,105080.000000,107000.000000,207.000000
RIH3 [SPBFUT],Daily,20221027,000000,106960.000000,108160.000000,106500.000000,107550.000000,189.000000
RIH3 [SPBFUT],Daily,20221028,000000,107050.000000,107680.000000,106000.000000,107590.000000,228.000000
RIH3 [SPBFUT],Daily,20221031,000000,107520.000000,108570.000000,106570.000000,108470.000000,185.000000
RIH3 [SPBFUT],Daily,20221101,000000,108370.000000,109210.000000,107990.000000,108900.000000,178.000000
RIH3 [SPBFUT],Daily,20221102,000000,108710.000000,108710.000000,105240.000000,105440.000000,220.000000
RIH3 [SPBFUT],Daily,20221103,000000,105840.000000,107030.000000,104580.000000,106850.000000,150.000000
RIH3 [SPBFUT],Daily,20221107,000000,107700.000000,110930.000000,107500.000000,110640.000000,236.000000
RIH3 [SPBFUT],Daily,20221108,000000,110330.000000,111530.000000,109680.000000,110810.000000,215.000000
RIH3 [SPBFUT],Daily,20221109,000000,110370.000000,110680.000000,106650.000000,106910.000000,251.000000
RIH3 [SPBFUT],Daily,20221110,000000,107260.000000,111800.000000,107260.000000,111610.000000,251.000000
RIH3 [SPBFUT],Daily,20221111,000000,111840.000000,112500.000000,110780.000000,111950.000000,216.000000
RIH3 [SPBFUT],Daily,20221114,000000,111850.000000,113010.000000,111250.000000,111770.000000,187.000000
RIH3 [SPBFUT],Daily,20221115,000000,112010.000000,112850.000000,107050.000000,109850.000000,531.000000
RIH3 [SPBFUT],Daily,20221116,000000,110340.000000,112350.000000,110000.000000,112140.000000,273.000000
