<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIH2 [SPBFUT],Daily,20220114,000000,152770.000000,154880.000000,144350.000000,150210.000000,1512627.000000
RIH2 [SPBFUT],Daily,20220117,000000,150120.000000,152000.000000,144700.000000,147610.000000,1096260.000000
RIH2 [SPBFUT],Daily,20220118,000000,147720.000000,148570.000000,135620.000000,137480.000000,1600912.000000
RIH2 [SPBFUT],Daily,20220119,000000,137360.000000,145580.000000,131430.000000,142830.000000,1536523.000000
RIH2 [SPBFUT],Daily,20220120,000000,142990.000000,146840.000000,140100.000000,141830.000000,1300463.000000
RIH2 [SPBFUT],Daily,20220121,000000,141760.000000,144470.000000,138450.000000,138770.000000,1163892.000000
RIH2 [SPBFUT],Daily,20220124,000000,138820.000000,140780.000000,125620.000000,131500.000000,1708992.000000
RIH2 [SPBFUT],Daily,20220125,000000,131500.000000,135290.000000,128760.000000,134880.000000,1328454.000000
RIH2 [SPBFUT],Daily,20220126,000000,134710.000000,136120.000000,130570.000000,131490.000000,1437600.000000
RIH2 [SPBFUT],Daily,20220127,000000,131450.000000,143790.000000,128920.000000,139890.000000,1540856.000000
RIH2 [SPBFUT],Daily,20220128,000000,140130.000000,143370.000000,139300.000000,141120.000000,953736.000000
RIH2 [SPBFUT],Daily,20220131,000000,141160.000000,145400.000000,141160.000000,145120.000000,649256.000000
RIH2 [SPBFUT],Daily,20220201,000000,145100.000000,147480.000000,144110.000000,146330.000000,778976.000000
RIH2 [SPBFUT],Daily,20220202,000000,146350.000000,148750.000000,145180.000000,147160.000000,704165.000000
RIH2 [SPBFUT],Daily,20220203,000000,146910.000000,146930.000000,141680.000000,142780.000000,821293.000000
RIH2 [SPBFUT],Daily,20220204,000000,143000.000000,147510.000000,143000.000000,145410.000000,791968.000000
RIH2 [SPBFUT],Daily,20220207,000000,145260.000000,146750.000000,143220.000000,145230.000000,574969.000000
RIH2 [SPBFUT],Daily,20220208,000000,145140.000000,149790.000000,144590.000000,149600.000000,638254.000000
RIH2 [SPBFUT],Daily,20220209,000000,149630.000000,153780.000000,149630.000000,153550.000000,588190.000000
RIH2 [SPBFUT],Daily,20220210,000000,153490.000000,155240.000000,151310.000000,152000.000000,803300.000000
RIH2 [SPBFUT],Daily,20220211,000000,152000.000000,152000.000000,137370.000000,141490.000000,1226861.000000
RIH2 [SPBFUT],Daily,20220214,000000,141430.000000,146180.000000,135650.000000,143800.000000,1483225.000000
RIH2 [SPBFUT],Daily,20220215,000000,143800.000000,151950.000000,143800.000000,151750.000000,1057019.000000
RIH2 [SPBFUT],Daily,20220216,000000,151750.000000,154680.000000,151340.000000,153050.000000,868598.000000
RIH2 [SPBFUT],Daily,20220217,000000,153050.000000,153190.000000,144400.000000,145560.000000,1239633.000000
RIH2 [SPBFUT],Daily,20220218,000000,145680.000000,148490.000000,137160.000000,137510.000000,1200891.000000
RIH2 [SPBFUT],Daily,20220221,000000,137500.000000,142900.000000,109560.000000,115650.000000,2728293.000000
RIH2 [SPBFUT],Daily,20220222,000000,115260.000000,124750.000000,109720.000000,124030.000000,2655587.000000
RIH2 [SPBFUT],Daily,20220223,000000,124200.000000,124660.000000,119230.000000,119730.000000,204938.000000
